,Brand,Make_Year,Fuel,KMs_Driven,Engine_Displacement,No_Of_Owner,Transmission,Mileage,Max_Power,Torque,Seats,Color,Gear_Box,Drive_Type,Steering_Type,Front_Brake_Type,Rear_Brake_Type,Acceleration,Engine_Type,Price
112,2014 Honda Amaze,2014,Petrol,"65,345 Kms",1198 cc,1st Owner,Manual,18 kmpl,86.7bhp,109Nm,5,Other,5 Speed,FWD,Power,Disc,Drum,15 Seconds,i-VTEC Petrol Engine,"4,10,000"
113,2018 Maruti Celerio,2017,Petrol,"20,640 Kms",998 cc,1st Owner,Manual,23.1 kmpl,67.04bhp,90Nm,5,Red,5 Speed,FWD,Power,Ventilated Disc,Drum,15.05 Seconds,K10B Engine,"4,75,000"
114,2013 Honda Amaze,2013,Diesel,"93,888 Kms",1498 cc,2nd Owner,Manual,24.7 kmpl,97.89bhp,200nm,5,Other,5 Speed,,Electric,Disc,Drum,,1.5L i-DTEC,"3,65,000"
115,2018 Maruti Swift Dzire,2018,Petrol,"26,453 Kms",1197 cc,1st Owner,Manual,22 kmpl,81.80bhp,113Nm,5,Other,5 Speed,FWD,Electric,Ventilated Disc,Drum,12.6 Seconds,K Series VVT Engine,"6,98,000"
116,2012 Maruti Alto K10,2012,Petrol,"31,447 Kms",998 cc,1st Owner,Manual,20.92 kmpl,67.1bhp,90Nm,5,Other,5 Speed,FWD,Power,Ventilated Disc,Drum,13.3 Seconds,K Series Petrol Engine,"2,85,000"
117,2015 Maruti Swift,2015,Petrol,"42,501 Kms",1197 cc,1st Owner,Manual,22 kmpl,81.80bhp,113Nm,5,Grey,5,FWD,Power,Disc,Drum,,VTVT Engine,"5,25,000"
118,2017 Volkswagen Polo,2017,Petrol,"33,379 Kms",1199 cc,1st Owner,Manual,16.2 kmpl,74bhp,110Nm,5,Grey,5 Speed,FWD,Power,Disc,Drum,14.2 Seconds,MPI Petrol Engine,"6,65,000"
119,2013 Honda City,2013,Petrol,"66,962 Kms",1498 cc,2nd Owner,KA53,Comprehensive,1498 CC,119.35bhp,5,White,6 Speed,FWD,Electric,Ventilated Disc,Drum,,1.5L i-VTEC DOHC with VTC Petrol Engine,"5,30,000"
120,2018 Renault KWID,2018,Petrol,"22,912 Kms",999 cc,1st Owner,Manual,23.01 kmpl,67bhp,91Nm,5,Red,5 Speed,FWD,Power,Disc,Drum,13.90 Seconds,Petrol Engine,"3,95,000"
121,2014 Maruti Celerio,2014,Petrol,"116,281 Kms",998 cc,2nd Owner,Automatic,21.63 kmpl,67.05bhp,90Nm,5,Other,5 Speed,FWD,Power,Ventilated Disc,Drum,15.05 Seconds,K10B Engine,"3,80,500"
122,2017 Maruti Vitara Brezza,2017,Diesel,"37,477 Kms",1248 cc,1st Owner,Manual,24.3 kmpl,88.5bhp,200Nm,5,Red,5 Speed,FWD,Power,Ventilated Disc,Drum,12.36 Seconds,DDiS 200 Diesel Engine,"8,58,000"
123,2008 Hyundai i10,2008,Petrol,"93,436 Kms",1197 cc,1st Owner,Manual,20.36 kmpl,78.9bhp,111.8Nm,5,Grey,5 Speed,FWD,Power,Ventilated Disc,Drum,,DOHC Kappa2 Engine,"2,50,000"
124,2012 Maruti Alto K10,2012,Petrol,"21,558 Kms",998 cc,1st Owner,Manual,20.92 kmpl,67.1bhp,90Nm,5,Silver,5 Speed,FWD,Power,Ventilated Disc,Drum,13.3 Seconds,K Series Petrol Engine,"2,85,000"
125,2019 Hyundai Santro,2019,Petrol,"19,987 Kms",1086 cc,1st Owner,Manual,20.3 kmpl,68.05bhp,99.04Nm,5,Other,5 Speed,FWD,Electric,Disc,Drum,,1.1 L Petrol,"5,50,000"
126,2013 Maruti Alto,2012,Petrol,"49,314 Kms",796 cc,1st Owner,Manual,19.7 kmpl,46.3bhp,62Nm,5,Other,5 Speed,FWD,Power,Disc,Drum,17.7 seconds,In-Line Engine,"2,45,000"
127,2016 Maruti Alto 800,2016,Petrol,"72,257 Kms",796 cc,1st Owner,Manual,24.7 kmpl,47.3bhp,69Nm,5,Other,5 Speed,FWD,Manual,Solid Disc,Drum,19 Seconds,F8D Petrol Engine,"2,60,000"
128,2015 Hyundai EON,2015,Petrol,"4,924 Kms",814 cc,1st Owner,Manual,21.1 kmpl,55.2bhp,74.5Nm,5,Other,5 Speed,FWD,Power,Disc,Drum,19 Seconds,Petrol Engine,"3,47,500"
129,2011 Maruti Alto,2011,Petrol,"22,634 Kms",796 cc,1st Owner,Manual,19.7 kmpl,46.3bhp,62Nm,5,Other,5 Speed,FWD,Power,Disc,Drum,17.7 seconds,In-Line Engine,"2,45,000"
130,2017 Mahindra TUV 300,2016,Diesel,"115,323 Kms",1493 cc,2nd Owner,Manual,18.49 kmpl,100bhp,240Nm,7,Orange,5 Speed,RWD,Power,Disc,Drum,13.9 Seconds,mHawk 100 Diesel Engine,"6,95,000"
131,2016 Maruti Swift,2015,Diesel,"128,642 Kms",1248 cc,1st Owner,Manual,28.4 kmpl,74bhp,190Nm,5,Other,5,,Power,Disc,Drum,,DDiS 190 Engine,"5,10,000"
132,2013 Maruti Swift,2013,Petrol,"30,128 Kms",1197 cc,1st Owner,Manual,21.21 kmpl,81.80bhp,113Nm,5,White,5,FWD,Electric,Disc,Drum,12.71s,VTVT Engine,"4,75,000"
133,2014 Hyundai i20,2013,Diesel,"78,107 Kms",1396 cc,1st Owner,Manual,21.9 kmpl,88.8bhp,219.7Nm,5,White,6 Speed,FWD,Power,Disc,Drum,,U2 CRDI Diesel Engine,"4,20,000"
134,2017 Maruti Wagon R,2017,Petrol,"20,912 Kms",998 cc,1st Owner,Manual,21.79 kmpl,67.05bhp,90Nm,5,Silver,5 Speed,FWD,Power,Disc,Drum,18.6 Seconds,K10B Petrol Engine,"4,50,000"
135,2018 Maruti Baleno,2018,Petrol,"20,082 Kms",1197 cc,1st Owner,Manual,21.4 kmpl,83.1bhp,115Nm,5,Red,5 Speed,FWD,Power,Disc,Drum,12.36 seconds,VVT Petrol Engine,"7,45,000"
136,2013 Honda City,2013,Petrol,"70,442 Kms",1497 cc,2nd Owner,Manual,16.8 kmpl,116.3bhp,146Nm,5,Other,5 Speed,FWD,Power,Disc,Drum,,SOHC i-VTEC,"4,80,000"
137,2016 Hyundai EON,2015,Petrol,"19,338 Kms",814 cc,2nd Owner,KA04,Comprehensive,814 CC,55.2bhp,5,Blue,5 Speed,FWD,Power,Disc,Drum,19 Seconds,Petrol Engine,"3,20,000"
138,2015 Maruti Swift,2015,Petrol,"80,969 Kms",1197 cc,2nd Owner,Manual,22 kmpl,81.80bhp,113Nm,5,Other,5,FWD,Power,Disc,Drum,,VTVT Engine,"4,90,000"
139,2017 Hyundai i20,2017,Petrol,"18,791 Kms",1197 cc,2nd Owner,Manual,18.6 kmpl,81.83bhp,114.7Nm,5,Red,5 Speed,FWD,Power,Disc,Drum,13.2 Seconds,Kappa VTVT Petrol Engine,"6,00,000"
140,2017 Hyundai i20,2017,Petrol,"18,791 Kms",1197 cc,2nd Owner,Manual,18.6 kmpl,81.83bhp,114.7Nm,5,Red,5 Speed,FWD,Power,Disc,Drum,13.2 Seconds,Kappa VTVT Petrol Engine,"6,00,000"
141,2018 Renault KWID,2018,Petrol,"19,349 Kms",999 cc,1st Owner,KA09,Comprehensive,999 CC,67bhp,5,Other,5 Speed,FWD,Electric,Disc,Drum,,Petrol Engine,"4,54,000"
142,2017 Maruti Vitara Brezza,2017,Diesel,"72,431 Kms",1248 cc,1st Owner,Manual,24.3 kmpl,88.5bhp,200Nm,5,White,5 Speed,FWD,Power,Ventilated Disc,Drum,12.36 Seconds,DDiS 200 Diesel Engine,"8,00,000"
143,2015 Maruti Alto 800,2015,Petrol,"40,435 Kms",796 cc,1st Owner,Manual,22.05 kmpl,47.33bhp,69Nm,5,Other,5 Speed,FWD,Power,Disc,Drum,,F8D Petrol Engine,"2,85,000"
144,2016 Renault KWID,2016,Petrol,"9,511 Kms",999 cc,1st Owner,Manual,23.01 kmpl,67bhp,91Nm,5,Silver,5 Speed,FWD,Electric,Disc,Drum,,Petrol Engine,"3,71,000"
145,2014 Maruti Wagon R,2014,Petrol,"40,384 Kms",998 cc,2nd Owner,Manual,21.79 kmpl,67.05bhp,90Nm,5,Grey,5 Speed,FWD,Power,Disc,Drum,18.6 Seconds,K10B Petrol Engine,"3,80,000"
146,2013 Maruti Swift Dzire,2013,Petrol,"92,064 Kms",1197 cc,1st Owner,Manual,19.1 kmpl,85.8bhp,114Nm,5,Other,5 Speed,FWD,Power,Ventilated Disc,Drum,12.6 Seconds,K Series VVT Engine,"4,80,000"
147,2016 Maruti Eeco,2016,Petrol,"8,602 Kms",1196 cc,1st Owner,Manual,16.11 kmpl,72.42bhp,98Nm,5,Other,5 Speed,RWD,Manual,Disc,Drum,15.7 Seconds,G12B,"3,80,000"
148,2017 Maruti Eeco,2017,Petrol,"57,680 Kms",1196 cc,1st Owner,Manual,16.11 kmpl,72.42bhp,98Nm,5,Silver,5 Speed,RWD,Manual,Disc,Drum,15.7 Seconds,G12B,"3,70,000"
149,2017 Datsun RediGO,2017,Petrol,"48,124 Kms",999 cc,1st Owner,Manual,22.5 kmpl,67bhp,91Nm,5,Silver,5-Speed,2WD,Power,Disc,Drum,,1.0L Petrol Engine,"3,00,000"
150,2017 Maruti Swift,2016,Diesel,"83,814 Kms",1248 cc,2nd Owner,Manual,25.2 kmpl,74bhp,190Nm,5,Grey,5 Speed,FWD,Power,Ventilated Disc,Drum,14.8 Seconds,DDiS Diesel Engine,"5,80,000"
151,2018 Maruti Wagon R,2018,Petrol,"65,783 Kms",998 cc,1st Owner,Manual,21.79 kmpl,67.05bhp,90Nm,5,Other,5 Speed,FWD,Power,Disc,Drum,18.6 Seconds,K10B Petrol Engine,"4,80,500"
152,2018 Renault KWID,2018,Petrol,"20,995 Kms",999 cc,1st Owner,Automatic,24.04 kmpl,67bhp,91Nm,5,Other,5 Speed,FWD,Power,Disc,Drum,17.44 Seconds,Petrol Engine,"4,20,000"
153,2013 Maruti Wagon R,2013,Petrol,"17,219 Kms",998 cc,1st Owner,Manual,20.51 kmpl,67.04bhp,90Nm,5,Silver,5 Speed,FWD,Power,Ventilated Disc,Drum,18.6 Seconds,K10B Petrol Engine,"3,80,000"
154,2017 Maruti Wagon R,2017,Petrol,"45,451 Kms",998 cc,1st Owner,Automatic,21.79 kmpl,67.05bhp,90Nm,5,Silver,5 Speed,FWD,Power,Disc,Drum,18.6 Seconds,K10B Petrol Engine,"4,35,000"
155,2016 Hyundai i10,2016,Petrol,"62,473 Kms",1086 cc,2nd Owner,Manual,19.81 kmpl,68.05bhp,99.04Nm,5,Other,5 Speed,FWD,Power,Ventilated Disc,Drum,14.3 Seconds,IRDE2 Engine,"3,70,000"
156,2015 Honda Jazz,2015,Petrol,"26,166 Kms",1199 cc,2nd Owner,Manual,18.7 kmpl,88.7bhp,110Nm,5,Other,5 Speed,FWD,Power,Disc,Drum,13.7 Seconds,i-VTEC Petrol Engine,"5,60,000"
157,2014 Maruti Alto 800,2014,Petrol,"83,257 Kms",796 cc,2nd Owner,Manual,22.74 kmpl,47.3bhp,69Nm,5,Grey,5 Speed,FWD,Power,Solid Disc,Drum,19 Seconds,F8D Petrol Engine,"2,50,000"
158,2016 Maruti Swift,2016,Petrol,"37,997 Kms",1197 cc,2nd Owner,Manual,20.4 kmpl,81.80bhp,113Nm,5,Other,5 Speed,FWD,Power,Ventilated Disc,Drum,12.6 Seconds,K Series VVT Engine,"5,55,000"
159,2017 Maruti Swift,2017,Diesel,"120,055 Kms",1248 cc,1st Owner,Manual,25.2 kmpl,74bhp,190Nm,5,White,5 Speed,FWD,Power,Ventilated Disc,Drum,14.8 Seconds,DDiS Diesel Engine,"5,45,000"
160,2014 Maruti Swift,2014,Petrol,"82,246 Kms",1197 cc,1st Owner,Manual,22 kmpl,81.80bhp,113Nm,5,Other,5,,Power,Disc,Drum,,VTVT Engine,"4,70,000"
161,2016 Hyundai Grand i10,2016,Petrol,"28,997 Kms",1197 cc,1st Owner,Manual,18.9 kmpl,82bhp,114Nm,5,Other,5 Speed,FWD,Power,Disc,Drum,12.9 Seconds,Kappa VTVT Petrol Engine,"4,90,000"
162,2018 Renault KWID,2018,Petrol,"12,298 Kms",999 cc,1st Owner,Automatic,24.04 kmpl,67bhp,91Nm,5,Grey,5 Speed,FWD,Power,Disc,Drum,,Petrol Engine,"4,45,000"
163,2017 Maruti Wagon R,2017,Petrol,"28,513 Kms",998 cc,2nd Owner,Manual,21.79 kmpl,67.05bhp,90Nm,5,Silver,5 Speed,FWD,Power,Disc,Drum,18.6 Seconds,K10B Petrol Engine,"4,25,000"
164,2012 Maruti Swift,2012,Diesel,"70,110 Kms",1248 cc,1st Owner,Manual,22.9 kmpl,74bhp,190Nm,5,Other,5 Speed,FWD,Power,Ventilated Disc,Drum,,DDiS Diesel Engine,"4,60,000"
165,2015 Honda Jazz,2015,Diesel,"42,384 Kms",1498 cc,1st Owner,Manual,27.3 kmpl,98.6bhp,200Nm,5,Orange,6 Speed,FWD,Power,Disc,Drum,13.7 Seconds,i-DTEC Diesel Engine,"6,25,000"
166,2012 Hyundai i10,2012,Petrol,"59,543 Kms",1197 cc,1st Owner,KA03,Comprehensive,1197 CC,78.9bhp,5,Grey,4-Speed,FWD,Power,Ventilated Disc,Drum,,DOHC Kappa2 Engine,"3,85,000"
167,2018 Hyundai i20,2018,Diesel,"49,599 Kms",1396 cc,1st Owner,Manual,22.54 kmpl,88.76bhp,219.66nm,5,Other,6 Speed,FWD,Power,Disc,Drum,13.57 Seconds,U2 CRDI Diesel Engine,"8,00,000"
168,2016 Volkswagen Polo,2016,Petrol,"38,696 Kms",1199 cc,1st Owner,Manual,16.2 kmpl,74bhp,110Nm,5,Other,5 Speed,FWD,Power,Disc,Drum,14.2 Seconds,MPI Petrol Engine,"6,20,000"
169,2011 Maruti Swift Dzire,2011,Petrol,"74,049 Kms",1197 cc,1st Owner,Manual,23.26 kmpl,88.50bhp,113nm,5,Other,5 Speed,FWD,Electric,Disc,Drum,,1.2 L Petrol Engine,"3,40,000"
170,2014 Maruti Swift Dzire,2013,Diesel,"74,452 Kms",1248 cc,1st Owner,Manual,23.4 kmpl,74bhp,190Nm,5,Grey,5 Speed,FWD,Power,Ventilated Disc,Drum,,DDiS Diesel Engine,"5,00,000"
171,2011 Hyundai i10,2011,Petrol,"76,797 Kms",1197 cc,2nd Owner,Automatic,16.95 kmpl,78.9bhp,111.8Nm,5,Other,4-Speed,FWD,Power,Ventilated Disc,Drum,,DOHC Kappa2 Engine,"3,43,000"
172,2013 Skoda Rapid,2013,Petrol,"70,293 Kms",1598 cc,2nd Owner,Manual,15 kmpl,103.5bhp,153Nm,5,White,5 Speed,FWD,Power,Disc,Drum,,In-Line Petrol Engine,"4,49,500"
173,2014 Maruti Swift,2014,Petrol,"44,322 Kms",1197 cc,1st Owner,Manual,21.21 kmpl,81.80bhp,113Nm,5,White,5,FWD,Electric,Disc,Drum,12.71s,VTVT Engine,"5,00,000"
174,2010 Hyundai i20,2010,Petrol,"78,934 Kms",1197 cc,2nd Owner,Manual,18.5 kmpl,80 PS at 5200 rpm,"11.4 kgm at 4,000 rpm",5,Other,5 Speed,,Power,Disk,Drum,,In-Line Engine,"3,20,000"
175,2014 Hyundai EON,2014,Petrol,"77,148 Kms",814 cc,1st Owner,Manual,21.1 kmpl,55.2bhp,74.5Nm,5,Other,5 Speed,FWD,Power,Disc,Drum,19 Seconds,Petrol Engine,"2,44,500"
176,2014 Honda City,2014,Diesel,"132,623 Kms",1498 cc,1st Owner,Manual,26 kmpl,98.6bhp,200Nm,5,Other,6 Speed,FWD,Power,Disc,Drum,10 Seconds,i DTEC Diesel Engine,"5,35,000"
177,2015 Hyundai EON,2015,Petrol,"100,846 Kms",814 cc,1st Owner,Manual,21.1 kmpl,55.2bhp,74.5Nm,5,Other,5 Speed,FWD,Power,Disc,Drum,19 Seconds,Petrol Engine,"3,10,000"
178,2014 Maruti Swift,2014,Petrol,"56,966 Kms",1197 cc,1st Owner,Manual,18.6 kmpl,85.8bhp,114Nm,5,Other,5 Speed,FWD,Power,Ventilated Disc,Drum,12.29 Seconds,K Series Petrol Engine,"4,95,000"
179,2016 Ford Figo,2015,Diesel,"53,732 Kms",1498 cc,1st Owner,Manual,25.83 kmpl,99bhp,215Nm,5,White,5 Speed,FWD,EPAS,Ventilated Disc,Drum,11.6 Seconds,TDCi Diesel Engine,"4,80,000"
180,2017 Honda Jazz,2017,Petrol,"33,873 Kms",1199 cc,2nd Owner,Automatic,19 kmpl,88.7bhp,110Nm,5,Brown,5 Speed,FWD,Power,Disc,Drum,13.7 Seconds,i-VTEC Petrol Engine,"7,00,000"
181,2012 Maruti Alto 800,2012,Petrol,"103,396 Kms",796 cc,1st Owner,Manual,22.74 kmpl,47.3bhp,69Nm,5,Other,5 Speed,FWD,Power,Solid Disc,Drum,19 Seconds,F8D Petrol Engine,"2,20,000"
182,2014 Maruti Wagon R,2013,Petrol,"42,076 Kms",998 cc,1st Owner,Manual,20.51 kmpl,67.04bhp,90Nm,5,Red,5 Speed,FWD,Power,Ventilated Disc,Drum,18.6 Seconds,K10B Petrol Engine,"3,55,000"
183,2012 Maruti Alto K10,2012,Petrol,"59,073 Kms",998 cc,2nd Owner,Manual,20.92 kmpl,67.1bhp,90Nm,5,Red,5 Speed,FWD,Power,Ventilated Disc,Drum,13.3 Seconds,K Series Petrol Engine,"2,50,000"
184,2018 Hyundai Grand i10,2017,Petrol,"42,613 Kms",1197 cc,1st Owner,Manual,17 kmpl,81.86bhp,113.75Nm,5,Other,5 Speed,FWD,Power,Disc,Drum,12.9 Seconds,Kappa VTVT Petrol Engine,"4,95,000"
185,2017 Renault KWID,2016,Petrol,"41,145 Kms",999 cc,1st Owner,Automatic,22 kmpl,67bhp,91Nm,5,Silver,5 Speed,FWD,Electric,Disc,Drum,,Petrol Engine,"3,95,000"
186,2016 Maruti Celerio,2015,Petrol,"41,666 Kms",998 cc,2nd Owner,KA02,Comprehensive,998 CC,67.04bhp,5,Maroon,5 Speed,FWD,Power,Ventilated Disc,Drum,15.05 Seconds,K10B Engine,"4,10,000"
187,2015 Hyundai Xcent,2015,Petrol,"74,275 Kms",1197 cc,2nd Owner,Automatic,16.9 kmpl,82bhp,114Nm,5,Other,4 Speed,FWD,Power,Disc,Drum,14.2 Seconds,Kappa VTVT Petrol Engine,"4,86,500"
188,2018 Maruti Baleno,2018,Petrol,"41,342 Kms",1197 cc,1st Owner,Manual,21.4 kmpl,83.1bhp,115Nm,5,Red,5 Speed,FWD,Power,Disc,Drum,12.36 seconds,VVT Petrol Engine,"5,90,000"
189,2013 Maruti Swift,2013,Diesel,"107,408 Kms",1248 cc,1st Owner,Manual,25.2 kmpl,74bhp,190Nm,5,Grey,5 Speed,FWD,Power,Ventilated Disc,Drum,14.8 Seconds,DDiS Diesel Engine,"4,45,000"
190,2015 Hyundai Grand i10,2015,Petrol,"73,466 Kms",1197 cc,2nd Owner,Automatic,18.9 kmpl,82bhp,114Nm,5,White,4 Speed,FWD,Power,Disc,Drum,14.9 Seconds,Kappa VTVT Petrol Engine,"4,40,000"
191,2018 Maruti Alto 800,2018,Petrol,"15,900 Kms",796 cc,2nd Owner,Manual,24.7 kmpl,47.3bhp,69Nm,5,White,5 Speed,FWD,Power,Solid Disc,Drum,19 Seconds,F8D Petrol Engine,"3,45,000"
192,2020 Honda City,2020,Petrol,"19,530 Kms",1497 cc,1st Owner,Manual,17.4 kmpl,117.60bhp,145Nm,5,White,5 Speed,FWD,Electric,Ventilated Disc,Drum,9.64 Seconds,i VTEC Engine,"10,50,000"
193,2014 Ford Ecosport,2014,Diesel,"137,136 Kms",1498 cc,1st Owner,Manual,22.7 kmpl,89.84bhp,204Nm,5,Other,5 Speed,FWD,Power,Ventilated Disc,Drum,13.5 Seconds,TDCi Diesel Engine,"5,20,000"
194,2019 Mahindra XUV300,2019,Petrol,"17,071 Kms",1197 cc,1st Owner,Manual,17 kmpl,110bhp,200Nm,5,Other,6 Speed,FWD,Power,Disc,Disc,,1.2 Petrol Engine,"9,95,000"
195,2017 Maruti Swift Dzire,2017,Diesel,"28,775 Kms",1248 cc,1st Owner,Manual,28.4 kmpl,74.02bhp,190Nm,5,Other,5 Speed,FWD,Power,Disc,Drum,13.03 Seconds,DDiS Diesel Engine,"7,00,000"
196,2018 Maruti Baleno,2018,Petrol,"30,402 Kms",1197 cc,1st Owner,Automatic,21.4 kmpl,83.1bhp,115Nm,5,Other,CVT,FWD,Power,Disc,Drum,12.79 seconds,VVT Petrol Engine,"7,40,000"
197,2016 Maruti Alto 800,2016,Petrol,"53,951 Kms",796 cc,1st Owner,KA53,Comprehensive,796 CC,47.3bhp,5,Silver,5 Speed,FWD,Power,Solid Disc,Drum,19 Seconds,F8D Petrol Engine,"2,85,000"
198,2017 Honda Jazz,2017,Petrol,"64,317 Kms",1199 cc,2nd Owner,Automatic,17.1 kmpl,88.50bhp,110Nm,5,Other,7-Speed,,Electric,Disc,Drum,,1.2 i-VTEC Petrol,"6,50,000"
199,2016 Hyundai Verna,2016,Diesel,"47,625 Kms",1582 cc,1st Owner,Automatic,19.08 kmpl,126.2bhp,259.9Nm,5,Other,4 Speed,FWD,Power,Disc,Drum,10.62 Seconds,U2 VGT Diesel Engine,"8,20,000"
200,2017 Mahindra XUV500,2017,Diesel,"30,159 Kms",2179 cc,1st Owner,Manual,16 kmpl,140bhp,330Nm,7,White,6 Speed,FWD,Power,Disc,Disc,10 Seconds,mHawk Diesel Engine,"11,20,000"
201,2016 Honda City,2016,Petrol,"49,578 Kms",1497 cc,1st Owner,Automatic,18 kmpl,117.3bhp,145Nm,5,Other,5 Speed CVT,FWD,Power,Disc,Drum,10 Seconds,i VTEC Engine,"9,17,000"
202,2018 Maruti Vitara Brezza,2018,Diesel,"55,280 Kms",1248 cc,1st Owner,Manual,24.3 kmpl,88.5bhp,200Nm,5,Other,5 Speed,FWD,Power,Ventilated Disc,Drum,12.36 Seconds,DDiS 200 Diesel Engine,"7,77,500"
203,2017 Mahindra TUV 300,2016,Diesel,"45,508 Kms",1493 cc,2nd Owner,Manual,18.49 kmpl,100bhp,240Nm,7,Silver,5 Speed,RWD,Power,Disc,Drum,13.9 Seconds,mHawk 100 Diesel Engine,"6,90,000"
204,2017 Maruti Swift,2017,Petrol,"40,232 Kms",1197 cc,1st Owner,Manual,21.21 kmpl,81.80bhp,113Nm,5,Other,5,FWD,Electric,Disc,Drum,12.71s,VTVT Engine,"5,55,000"
205,2012 Hyundai EON,2012,Petrol,"59,564 Kms",814 cc,2nd Owner,Manual,21.1 kmpl,55.2bhp,74.5Nm,5,White,5 Speed,FWD,Power,Disc,Drum,19 Seconds,Petrol Engine,"2,41,500"
206,2019 Maruti Swift,2018,Petrol,"44,479 Kms",1197 cc,1st Owner,Manual,22 kmpl,81.80bhp,113Nm,5,Other,5,,Power,Disc,Drum,,VTVT Engine,"6,10,000"
207,2018 Maruti Wagon R,2018,Petrol,"72,975 Kms",998 cc,1st Owner,Manual,21.79 kmpl,67.05bhp,90Nm,5,Red,5 Speed,FWD,Power,Disc,Drum,18.6 Seconds,K10B Petrol Engine,"4,35,000"
208,2017 Maruti Swift Dzire,2017,Diesel,"75,259 Kms",1248 cc,1st Owner,Automatic,28.4 kmpl,74.02bhp,190Nm,5,Silver,5 Speed,FWD,Power,Disc,Drum,,DDiS Diesel Engine,"6,80,000"
209,2008 Hyundai i10,2008,Petrol,"43,582 Kms",1086 cc,2nd Owner,Manual,19.81 kmpl,68.05bhp,99.04Nm,5,Other,5 Speed,FWD,Power,Ventilated Disc,Drum,14.3 Seconds,IRDE2 Engine,"2,41,000"
210,2013 Volkswagen Polo,2013,Petrol,"82,201 Kms",999 cc,1st Owner,Manual,17.74 kmpl,75.10bhp,95Nm,5,White,5 Speed,FWD,Electronic,Disc,Drum,,1.0L MPI Petrol,"4,35,000"
211,2010 Maruti Alto,2010,Petrol,"60,998 Kms",796 cc,1st Owner,Manual,19.7 kmpl,46.3bhp,62Nm,5,Silver,5 Speed,FWD,Power,Disc,Drum,17.7 seconds,In-Line Engine,"2,15,000"
212,2013 Maruti Swift Dzire,2013,Petrol,"35,997 Kms",1197 cc,1st Owner,Manual,19.1 kmpl,85.8bhp,114Nm,5,Silver,5 Speed,FWD,Power,Ventilated Disc,Drum,12.6 Seconds,K Series VVT Engine,"4,85,000"
213,2018 Maruti Baleno,2017,Petrol,"24,917 Kms",1197 cc,1st Owner,Manual,21.4 kmpl,83.1bhp,115Nm,5,Blue,5 Speed,FWD,Power,Disc,Drum,12.36 seconds,VVT Petrol Engine,"6,10,000"
214,2015 Maruti Swift Dzire,2015,Petrol,"81,650 Kms",1197 cc,2nd Owner,Manual,20.85 kmpl,83.14bhp,115Nm,5,Other,5 Speed,FWD,Power,Ventilated Disc,Drum,12.6 Seconds,K Series VVT Engine,"4,90,000"
215,2015 Hyundai i20,2015,Petrol,"36,684 Kms",1197 cc,2nd Owner,Manual,18.6 kmpl,81.83bhp,114.7Nm,5,Other,5 Speed,FWD,Power,Disc,Drum,13.2 Seconds,Kappa VTVT Petrol Engine,"5,20,000"
216,2013 Volkswagen Polo,2013,Petrol,"50,182 Kms",1198 cc,2nd Owner,KA05,Comprehensive,1198 CC,73.9bhp,5,Silver,5 Speed,FWD,Power,Disc,Drum,14.2 Seconds,In-Line Petrol Engine,"4,50,000"
217,2018 Hyundai i20,2018,Petrol,"32,255 Kms",1197 cc,1st Owner,Manual,18.6 kmpl,81.83bhp,114.7Nm,5,Other,5 Speed,FWD,Power,Disc,Drum,13.2 Seconds,Kappa VTVT Petrol Engine,"7,20,000"
218,2009 Maruti Swift Dzire,2009,Petrol,"86,338 Kms",1298 cc,2nd Owner,Manual,17.5 kmpl,85.8bhp,114Nm,5,Grey,5 Speed,2 WD,Power,Ventilated Disc,Drum,,In-Line Engine,"3,10,000"
219,2011 Maruti Swift,2011,Diesel,"86,912 Kms",1248 cc,1st Owner,Manual,22.9 kmpl,74bhp,190Nm,5,Silver,5 Speed,FWD,Power,Ventilated Disc,Drum,13.75 Seconds,DDiS Diesel Engine,"4,10,000"
220,2017 Maruti Swift,2017,Diesel,"120,055 Kms",1248 cc,1st Owner,Manual,25.2 kmpl,74bhp,190Nm,5,White,5 Speed,FWD,Power,Ventilated Disc,Drum,14.8 Seconds,DDiS Diesel Engine,"5,45,000"
221,2015 Hyundai i20,2015,Petrol,"39,796 Kms",1197 cc,1st Owner,Manual,18.6 kmpl,81.83bhp,114.7Nm,5,Red,5 Speed,FWD,Power,Disc,Drum,13.2 Seconds,Kappa VTVT Petrol Engine,"5,05,000"
222,2016 Maruti Swift,2016,Petrol,"37,997 Kms",1197 cc,2nd Owner,Manual,20.4 kmpl,81.80bhp,113Nm,5,Other,5 Speed,FWD,Power,Ventilated Disc,Drum,12.6 Seconds,K Series VVT Engine,"5,55,000"
223,2012 Maruti Swift,2012,Diesel,"70,110 Kms",1248 cc,1st Owner,Manual,22.9 kmpl,74bhp,190Nm,5,Other,5 Speed,FWD,Power,Ventilated Disc,Drum,,DDiS Diesel Engine,"4,60,000"
224,2016 Hyundai Grand i10,2016,Petrol,"28,997 Kms",1197 cc,1st Owner,Manual,18.9 kmpl,82bhp,114Nm,5,Other,5 Speed,FWD,Power,Disc,Drum,12.9 Seconds,Kappa VTVT Petrol Engine,"4,90,000"
225,2018 Renault KWID,2018,Petrol,"12,298 Kms",999 cc,1st Owner,Automatic,24.04 kmpl,67bhp,91Nm,5,Grey,5 Speed,FWD,Power,Disc,Drum,,Petrol Engine,"4,45,000"
