,Brand,Make_Year,Fuel,KMs_Driven,Engine_Displacement,No_Of_Owner,Transmission,Mileage,Max_Power,Torque,Seats,Color,Gear_Box,Drive_Type,Steering_Type,Front_Brake_Type,Rear_Brake_Type,Acceleration,Engine_Type,Price
265,2018 Maruti Alto K10,2018,Petrol,"18,879 Kms",998 cc,1st Owner,Manual,23.95 kmpl,67.05bhp,90Nm,5,Grey,5 Speed,FWD,Power,Ventilated Disc,Drum,13.3 Seconds,K Series Petrol Engine,"3,15,000"
266,2016 Hyundai i20 Active,2015,Diesel,"43,796 Kms",1396 cc,1st Owner,Manual,21.19 kmpl,88.73bhp,219.66nm,5,Red,6 Speed,FWD,Power,Disc,Drum,15 Seconds,U2 CRDI Diesel Engine,"4,50,000"
267,2015 Skoda Rapid,2015,Diesel,"117,203 Kms",1498 cc,1st Owner,Manual,21.14 kmpl,103.6bhp,250Nm,5,Other,5 Speed,FWD,Power,Disc,Drum,,Turbocharged Diesel Engin,"3,45,000"
268,2018 Hyundai i20,2018,Petrol,"59,908 Kms",1197 cc,1st Owner,Manual,21 kmpl,81.86bhp,114.74nm,5,White,5 Speed,,Electric,Disc,Drum,,1.2 l Kappa petrol,"6,44,500"
269,2019 Hyundai Venue,2019,Petrol,"21,474 Kms",998 cc,1st Owner,Automatic,18.15 kmpl,118.35bhp,171.6Nm,5,White,7-Speed,FWD,Power,Disc,Drum,,-,"10,65,000"
270,2017 Honda WR-V,2017,Petrol,"63,878 Kms",1199 cc,1st Owner,Manual,17.5 kmpl,88.7bhp,110Nm,5,Other,5 Speed,FWD,Electric,Ventilated Disc,Drum,15.31 Seconds,i-VTEC Petrol Engine,"6,23,000"
271,2015 Maruti Swift,2015,Petrol,"46,140 Kms",1197 cc,1st Owner,Manual,22 kmpl,81.80bhp,113Nm,5,Other,5,FWD,Power,Disc,Drum,,VTVT Engine,"4,15,000"
272,2018 Maruti Vitara Brezza,2018,Diesel,"82,299 Kms",1248 cc,2nd Owner,Manual,24.3 kmpl,88.5bhp,200Nm,5,Other,5 Speed,FWD,Power,Ventilated Disc,Drum,12.36 Seconds,DDiS 200 Diesel Engine,"6,23,000"
273,2017 Mahindra Thar,2017,Diesel,"41,613 Kms",2523 cc,1st Owner,Manual,18.06 kmpl,63bhp,195Nm,7,Black,5 Speed,4WD,Power,Disc,Drum,11 Seconds,MDI 3200TC Engine,"7,87,000"
274,2017 Maruti Ciaz,2016,Diesel,"72,815 Kms",1248 cc,1st Owner,Manual,28.09 kmpl,88.5bhp,200Nm,5,Brown,5 Speed,FWD,Power,Ventilated Disc,Drum,15 Seconds,DDIS 200 Engine,"5,80,000"
275,2015 Maruti Swift,2015,Diesel,"100,976 Kms",1248 cc,1st Owner,Manual,25.2 kmpl,74bhp,190Nm,5,White,5 Speed,FWD,Power,Ventilated Disc,Drum,14.8 Seconds,DDiS Diesel Engine,"3,70,000"
276,2019 Renault KWID,2018,Petrol,"10,287 Kms",799 cc,1st Owner,Manual,25.17 kmpl,53.3bhp,72Nm,5,Red,5 Speed,FWD,Power,Disc,Drum,16 Seconds,Petrol Engine,"3,30,000"
277,2015 Hyundai i20,2015,Diesel,"59,831 Kms",1396 cc,1st Owner,Manual,22.54 kmpl,88.73bhp,219.7Nm,5,White,6 Speed,FWD,Power,Disc,Drum,11.9 Seconds,U2 CRDI Diesel Engine,"4,70,000"
278,2019 Maruti Alto 800,2019,Petrol,"9,209 Kms",796 cc,1st Owner,Manual,24.7 kmpl,47.3bhp,69Nm,5,Other,5 Speed,FWD,Power,Solid Disc,Drum,19 Seconds,F8D Petrol Engine,"3,37,500"
279,2017 Hyundai i20,2017,Diesel,"59,840 Kms",1396 cc,1st Owner,Manual,22.54 kmpl,88.73bhp,219.7Nm,5,White,6 Speed,FWD,Power,Disc,Drum,11.9 Seconds,U2 CRDI Diesel Engine,"5,08,000"
280,2019 Hyundai Venue,2019,Petrol,"25,255 Kms",998 cc,1st Owner,Automatic,18.15 kmpl,118.35bhp,171.6Nm,5,Blue,7-Speed,FWD,Power,Disc,Drum,,-,"10,52,500"
281,2020 Maruti S-Presso,2020,Petrol,"18,713 Kms",998 cc,1st Owner,Manual,21.7 kmpl,67.05bhp,90nm,5,White,5-Speed,FWD,Power,Ventilated Disc,Drum,,K10B Petrol Engine,"4,25,000"
282,2017 Maruti Alto K10,2017,Petrol,"23,354 Kms",998 cc,1st Owner,Manual,23.95 kmpl,67.05bhp,90Nm,5,Grey,5 Speed,FWD,Power,Ventilated Disc,Drum,13.3 Seconds,K Series Petrol Engine,"3,15,000"
283,2015 Maruti Swift,2015,Diesel,"88,976 Kms",1248 cc,1st Owner,Manual,28.4 kmpl,74bhp,190Nm,5,Grey,5,FWD,Power,Disc,Drum,,DDiS 190 Engine,"3,05,000"
284,2020 Maruti Baleno,2020,Petrol,"4,245 Kms",1197 cc,1st Owner,HR87,Comprehensive,1197 CC,83.1bhp,5,Grey,5 Speed,FWD,Power,Disc,Drum,12.36 seconds,VVT Petrol Engine,"5,75,000"
285,2013 Maruti Swift Dzire,2013,Petrol,"60,771 Kms",1197 cc,2nd Owner,Manual,19.1 kmpl,85.8bhp,114Nm,5,Other,5 Speed,FWD,Power,Ventilated Disc,Drum,12.6 Seconds,K Series VVT Engine,"3,45,500"
286,2017 Maruti Ciaz,2017,Diesel,"87,375 Kms",1248 cc,1st Owner,Manual,28.09 kmpl,88.5bhp,200Nm,5,Other,5 Speed,FWD,Power,Ventilated Disc,Drum,15 Seconds,DDIS 200 Engine,"6,21,000"
287,2019 Toyota Etios Liva,2019,Petrol,"18,518 Kms",1197 cc,1st Owner,Manual,17.71 kmpl,78.9bhp,104Nm,5,White,5 Speed,FWD,Power,Ventilated Disc,Drum,14 Seconds,Petrol Engine,"6,20,000"
288,2019 Hyundai Venue,2019,Diesel,"58,247 Kms",1396 cc,1st Owner,Manual,23.7 kmpl,88.76bhp,219.6Nm,5,Other,6-Speed,FWD,Power,Disc,Drum,,-,"9,75,000"
289,2017 Maruti Wagon R,2016,Petrol,"46,550 Kms",998 cc,1st Owner,Manual,20.51 kmpl,67.04bhp,90Nm,5,Other,5 Speed,FWD,Power,Ventilated Disc,Drum,18.6 Seconds,K10B Petrol Engine,"3,35,000"
290,2019 Honda City,2019,Petrol,"29,140 Kms",1498 cc,1st Owner,Manual,17.8 kmpl,119.35bhp,145nm,5,Grey,6 Speed,FWD,Electric,Ventilated Disc,Drum,,1.5L i-VTEC DOHC with VTC Petrol Engine,"9,11,000"
291,2019 Hyundai Grand i10,2018,Petrol,"8,314 Kms",1197 cc,1st Owner,Manual,18.9 kmpl,81.86bhp,113.75nm,5,Silver,5 Speed,FWD,Power,Disc,Drum,12.9 Seconds,Kappa VTVT Petrol Engine,"5,60,000"
292,2015 Maruti Ciaz,2014,Diesel,"43,248 Kms",1248 cc,1st Owner,Manual,26.21 kmpl,88.5bhp,200Nm,5,Other,5 Speed,FWD,Power,Ventilated Discs,Drum,15 Seconds,DDIS 200 Engine,"4,50,000"
293,2012 Maruti Alto K10,2012,Petrol,"54,644 Kms",998 cc,2nd Owner,Manual,20.92 kmpl,67.1bhp,90Nm,5,Silver,5 Speed,FWD,Power,Ventilated Disc,Drum,13.3Seconds,K Series Petrol Engine,"1,75,000"
294,2018 Maruti Ciaz,2018,Petrol,"21,390 Kms",1373 cc,1st Owner,Automatic,19.12 kmpl,91.1bhp,130Nm,5,Silver,4 Speed,FWD,Power,Ventilated Disc,Drum,14 Seconds,k14B VVT Engine,"8,44,000"
295,2015 Hyundai Grand i10,2015,Diesel,"81,914 Kms",1120 cc,1st Owner,Manual,24 kmpl,70bhp,160Nm,5,Other,5 Speed,FWD,Power,Disc,Drum,15.6 Seconds,U2 CRDi Diesel Engine,"3,15,000"
296,2017 Ford Ecosport,2017,Diesel,"59,404 Kms",1498 cc,1st Owner,Manual,21.7 kmpl,98.96bhp,215Nm,5,Other,5 Speed,FWD,Electric,Ventilated Disc,Drum,,TDCi Diesel Engine,"6,01,000"
297,2017 Hyundai Verna,2017,Diesel,"40,762 Kms",1396 cc,1st Owner,Manual,24.8 kmpl,88.7bhp,219.7Nm,5,Other,6 Speed,FWD,Power,Disc,Drum,12.2 Seconds,U2 Diesel Engine,"6,37,000"
298,2011 Toyota Etios Liva,2011,Petrol,"119,767 Kms",1197 cc,1st Owner,Manual,17.71 kmpl,78.9bhp,104Nm,5,Other,5 Speed,FWD,Power,Ventilated Disc,Drum,14 Seconds,Petrol Engine,"2,12,500"
299,2018 Maruti Vitara Brezza,2018,Diesel,"63,996 Kms",1248 cc,1st Owner,HR51,Zero Dep,1248 CC,88.5bhp,5,Other,5 Speed,FWD,Power,Ventilated Disc,Drum,12.36 Seconds,DDiS 200 Diesel Engine,"6,10,000"
300,2012 Maruti Swift,2012,Diesel,"65,584 Kms",1248 cc,1st Owner,Manual,22.9 kmpl,74bhp,190Nm,5,Other,5 Speed,FWD,Power,Ventilated Disc,Drum,14.8 Seconds,DDiS Diesel Engine,"2,40,000"
301,2014 Maruti Alto 800,2014,Petrol,"41,223 Kms",796 cc,1st Owner,Manual,22.74 kmpl,47.3bhp,69Nm,5,Other,5 Speed,FWD,Power,Solid Disc,Drum,19 Seconds,F8D Petrol Engine,"2,05,000"
302,2016 Renault KWID,2016,Petrol,"32,074 Kms",799 cc,1st Owner,Manual,22.3 kmpl,53.26bhp,72Nm,5,Red,5 Speed,FWD,Electric,Disc,Drum,16 Seconds,Petrol Engine,"2,32,000"
303,2019 Mahindra XUV300,2019,Diesel,"91,793 Kms",1497 cc,1st Owner,Manual,20 kmpl,115bhp,300Nm,5,White,6 Speed,FWD,Power,Disc,Disc,,1.5 Diesel Engine,"9,46,500"
304,2015 Maruti Alto K10,2015,Petrol,"39,833 Kms",998 cc,1st Owner,Automatic,23.95 kmpl,67.05bhp,90Nm,5,White,5 Speed,FWD,Power,Ventilated Disc,Drum,13.3 Seconds,K Series Petrol Engine,"3,00,000"
305,2013 Maruti Swift Dzire,2013,Diesel,"136,786 Kms",1248 cc,1st Owner,Manual,23.4 kmpl,74bhp,190Nm,5,White,5 Speed,FWD,Power,Ventilated Disc,Drum,14.85 Seconds,DDiS Diesel Engine,"2,80,000"
306,2015 Maruti Ciaz,2015,Diesel,"81,202 Kms",1248 cc,2nd Owner,Manual,26.21 kmpl,88.5bhp,200Nm,5,Other,5 Speed,FWD,Power,Ventilated Discs,Drum,15 Seconds,DDIS 200 Engine,"4,35,500"
307,2021 Toyota Glanza,2020,Petrol,"17,765 Kms",1197 cc,1st Owner,Manual,21.01 kmpl,81.80bhp,113Nm,5,Other,5-Speed,FWD,Electric,Disc,Drum,,Petrol Engine,"8,34,000"
308,2011 Toyota Etios,2011,Petrol,"77,020 Kms",1496 cc,1st Owner,Manual,17.6 kmpl,88.73bhp,132Nm,5,White,,,Power,,,,Petrol Engine,"2,39,500"
309,2013 Maruti Swift Dzire,2013,Diesel,"54,025 Kms",1248 cc,1st Owner,Manual,23.4 kmpl,74bhp,190Nm,5,Other,5 Speed,FWD,Power,Ventilated Disc,Drum,,DDiS Diesel Engine,"2,91,000"
310,2015 Honda City,2015,Petrol,"92,729 Kms",1497 cc,1st Owner,Manual,17.4 kmpl,117.3bhp,145Nm,5,Silver,5 Speed,FWD,Power,Disc,Drum,9.64 Seconds,i VTEC Engine,"5,40,000"
311,2016 Maruti Wagon R,2016,Petrol,"115,748 Kms",998 cc,1st Owner,Manual,21.79 kmpl,67.05bhp,90Nm,5,Grey,5 Speed,FWD,Power,Disc,Drum,18.6 Seconds,K10B Petrol Engine,"3,15,000"
312,2015 Maruti Celerio,2015,Petrol,"22,938 Kms",998 cc,1st Owner,Manual,23.1 kmpl,67.04bhp,90Nm,5,Other,5 Speed,FWD,Power,Ventilated Disc,Drum,15.05 Seconds,K10B Engine,"3,53,000"
313,2015 Maruti Ciaz,2015,Petrol,"88,522 Kms",1373 cc,1st Owner,Automatic,19.12 kmpl,91.1bhp,130Nm,5,Other,4 Speed,FWD,Power,Ventilated Disc,Drum,14 Seconds,k14B VVT Engine,"6,03,000"
314,2015 Maruti Swift Dzire,2014,Diesel,"113,711 Kms",1248 cc,1st Owner,Manual,23.4 kmpl,74bhp,190Nm,5,Grey,5 Speed,FWD,Power,Ventilated Disc,Drum,14.85 Seconds,DDiS Diesel Engine,"3,50,000"
315,2020 Renault KWID,2019,Petrol,"18,941 Kms",799 cc,1st Owner,Manual,25.17 kmpl,53.3bhp,72Nm,5,Other,5 Speed,FWD,Power,Disc,Drum,16 Seconds,Petrol Engine,"3,39,500"
316,2017 Honda WR-V,2017,Petrol,"39,915 Kms",1199 cc,1st Owner,Manual,17.5 kmpl,88.7bhp,110Nm,5,Other,5 Speed,FWD,Electric,Ventilated Disc,Drum,15.31 Seconds,i-VTEC Petrol Engine,"6,42,500"
317,2013 Hyundai i10,2013,Petrol,"106,281 Kms",1197 cc,1st Owner,Manual,20.36 kmpl,78.9bhp,111.8Nm,5,Other,5 Speed,FWD,Power,Ventilated Disc,Drum,,DOHC Kappa2 Engine,"2,65,000"
318,2013 Maruti Swift,2013,Petrol,"92,544 Kms",1197 cc,1st Owner,Manual,18.6 kmpl,85.8bhp,114Nm,5,Other,5 Speed,FWD,Power,Ventilated Disc,Drum,,K Series Petrol Engine,"3,85,000"
319,2019 Hyundai Xcent,2018,Diesel,"58,312 Kms",1186 cc,1st Owner,Manual,25.4 kmpl,73.97bhp,190.24nm,5,White,5 Speed,FWD,Power,Disc,Drum,15.35 Seconds,U2 CRDI Diesel Engine,"4,60,000"
320,2019 Tata Tiago,2019,Diesel,"63,318 Kms",1047 cc,1st Owner,Manual,27.28 kmpl,69bhp,140Nm,5,Red,5 Speed,FWD,Power,Disc,Drum,16.29 seconds,Revotorq Engine,"4,85,000"
321,2018 Hyundai Grand i10,2017,Petrol,"35,221 Kms",1197 cc,1st Owner,Manual,18.9 kmpl,81.86bhp,113.75nm,5,White,5 Speed,FWD,Power,Disc,Drum,12.9 Seconds,Kappa VTVT Petrol Engine,"4,86,500"
322,2020 Maruti Wagon R,2019,Petrol,"4,392 Kms",998 cc,1st Owner,Manual,21.79 kmpl,67.05bhp,90Nm,5,Other,5 Speed,FWD,Power,Disc,Drum,18.6 Seconds,K10B Petrol Engine,"5,23,500"
323,2017 Maruti Swift Dzire,2017,Diesel,"132,223 Kms",1248 cc,1st Owner,Manual,28.4 kmpl,74.02bhp,190Nm,5,Other,5 Speed,FWD,Power,Disc,Drum,13.03 Seconds,DDiS Diesel Engine,"4,99,500"
324,2019 Maruti Alto K10,2019,Petrol,"9,747 Kms",998 cc,1st Owner,Manual,23.95 kmpl,67.05bhp,90Nm,5,White,5 Speed,FWD,Power,Ventilated Disc,Drum,13.3 Seconds,K Series Petrol Engine,"3,60,000"
325,2011 Hyundai i10,2011,Petrol,"125,811 Kms",1197 cc,1st Owner,Manual,20.36 kmpl,78.9bhp,111.8Nm,5,Silver,5 Speed,FWD,Power,Ventilated Disc,Drum,,DOHC Kappa2 Engine,"2,10,000"
326,2018 Maruti Ignis,2018,Petrol,"16,091 Kms",1197 cc,1st Owner,Manual,20.89 kmpl,81.80bhp,113Nm,5,Blue,5 Speed,FWD,Electrical,Disc,Drum,,1.2-Litre VVT Petrol Engine,"4,90,000"
327,2015 Maruti Swift Dzire,2014,Diesel,"98,563 Kms",1248 cc,1st Owner,Manual,26.59 kmpl,74bhp,190Nm,5,Other,5 Speed,FWD,Power,Ventilated Disc,Drum,13.8 Seconds,DDiS Diesel Engine,"3,27,000"
328,2017 Maruti Swift,2017,Petrol,"49,177 Kms",1197 cc,1st Owner,Manual,20.4 kmpl,81.80bhp,113Nm,5,White,5 Speed,FWD,Power,Ventilated Disc,Drum,12.6 Seconds,K Series VVT Engine,"4,70,000"
329,2017 Maruti Baleno,2017,Petrol,"32,983 Kms",1197 cc,1st Owner,Manual,21.4 kmpl,83.1bhp,115Nm,5,Other,5 Speed,FWD,Power,Disc,Drum,12.36 seconds,VVT Petrol Engine,"6,04,000"
330,2018 Toyota Etios,2018,Diesel,"46,891 Kms",1364 cc,1st Owner,Manual,23.59 kmpl,67.04bhp,170Nm,5,Other,5 Speed,FWD,Power,Ventilated DIsc,Drum,13.9 Seconds,D-4D Diesel Engine,"6,11,000"
331,2018 Hyundai Grand i10,2018,Petrol,"12,697 Kms",1197 cc,1st Owner,Manual,18.9 kmpl,81.86bhp,113.75nm,5,Other,5 Speed,FWD,Power,Disc,Drum,12.9 Seconds,Kappa VTVT Petrol Engine,"4,75,000"
332,2016 Maruti Celerio,2015,Diesel,"63,922 Kms",793 cc,1st Owner,HR10,Comprehensive,793 CC,47bhp,5,White,5 Speed,FWD,Power,Ventilated Disc,Drum,21.9 Seconds,DDiS Diesel Engine,"2,95,000"
333,2021 Maruti Ciaz,2020,Petrol,"4,408 Kms",1462 cc,1st Owner,Manual,20.65 kmpl,103.25bhp,138Nm,5,Other,5 Speed,FWD,Power,Ventilated Disc,Drum,,K15 Smart Hybrid Petrol Engine,"9,37,000"
334,2019 Hyundai Venue,2019,Diesel,"24,253 Kms",1396 cc,1st Owner,Manual,23.7 kmpl,88.7bhp,220Nm,5,White,6-Speed,FWD,Power,Disc,Drum,,-,"9,88,500"
335,2014 Honda City,2014,Petrol,"75,837 Kms",1497 cc,1st Owner,Manual,17.4 kmpl,117.3bhp,145Nm,5,Black,5 Speed,FWD,Power,Disc,Drum,10 Seconds,i VTEC Engine,"6,24,500"
336,2015 Mahindra XUV500,2015,Diesel,"104,396 Kms",2179 cc,1st Owner,Manual,15.1 kmpl,140bhp,330Nm,7,Other,6 Speed,FWD,Power,Disc & Caliper Type,Disc & Caliper Type,12.5 Seconds,mHawk Diesel Engine,"6,45,000"
337,2016 Hyundai Creta,2016,Diesel,"89,346 Kms",1582 cc,1st Owner,Manual,19.67 kmpl,126.2bhp,259.9Nm,5,White,6 Speed,FWD,Power,Disc,Drum,10.5 Seconds,U2 CRDI VGT Engine,"8,25,000"
338,2019 Maruti Swift Dzire,2018,Diesel,"54,459 Kms",1248 cc,1st Owner,Manual,28.4 kmpl,74.02bhp,190Nm,5,White,5 Speed,FWD,Power,Disc,Drum,13.03 Seconds,DDiS Diesel Engine,"5,65,000"
339,2015 Ford Ecosport,2015,Diesel,"92,288 Kms",1498 cc,1st Owner,Manual,22.7 kmpl,89.84bhp,204Nm,5,Silver,5 Speed,FWD,Power,Ventilated Disc,Drum,13.5 Seconds,TDCi Diesel Engine,"5,12,000"
340,2014 Honda Mobilio,2014,Diesel,"85,312 Kms",1498 cc,1st Owner,Manual,24.2 kmpl,98.6bhp,200Nm,7,Silver,5 Speed,FWD,Power,Disc,Drum,14 Seconds,i-DTEC Engine,"3,70,000"
341,2012 Honda City,2011,Petrol,"106,734 Kms",1497 cc,1st Owner,Automatic,16.8 kmpl,"118PS at 6,600 rpm",146Nm at 4800 rpm,5,White,5 Speed,FWD,Power,Disc,Drum,,In-Line Engine,"3,65,000"
342,2019 Volkswagen Polo,2019,Petrol,"8,763 Kms",999 cc,1st Owner,Manual,17.74 kmpl,75.10bhp,95Nm,5,Red,5 Speed,FWD,Electronic,Disc,Drum,,1.0L MPI Petrol,"5,25,000"
343,2014 Maruti Swift Dzire,2014,Petrol,"56,635 Kms",1197 cc,1st Owner,Manual,19.1 kmpl,85.8bhp,114Nm,5,White,5 Speed,FWD,Power,Ventilated Disc,Drum,12.6 Seconds,K Series VVT Engine,"4,15,000"
344,2018 Maruti Ignis,2018,Petrol,"31,692 Kms",1197 cc,1st Owner,Manual,20.89 kmpl,81.80bhp,113Nm,5,Grey,5 Speed,FWD,Electrical,Disc,Drum,,1.2-Litre VVT Petrol Engine,"4,78,000"
345,2012 Maruti Swift,2012,Petrol,"62,064 Kms",1197 cc,2nd Owner,Manual,18.6 kmpl,85.8bhp,114Nm,5,Other,5 Speed,FWD,Power,Ventilated Disc,Drum,12.29 Seconds,K Series Petrol Engine,"2,85,000"
346,2013 Nissan Sunny,2013,Diesel,"106,622 Kms",1461 cc,1st Owner,Manual,21.64 kmpl,84.8bhp,200Nm,5,Other,5 Speed,FWD,Power,Disc,Drum,,K9K Diesel Engine,"2,19,000"
347,2012 Hyundai i20,2012,Petrol,"97,927 Kms",1197 cc,1st Owner,Manual,18.5 kmpl,82.9bhp,113.8Nm,5,Other,5 Speed,FWD,Power,Disc,Drum,,Kappa Dual VTVT Petrol En,"3,00,000"
348,2013 Honda Brio,2013,Petrol,"56,619 Kms",1198 cc,2nd Owner,Manual,19.4 kmpl,86.8bhp,109Nm,5,White,5 Speed,FWD,Power,Disc,Drum,14.5 Seconds,i-VTEC Engine,"2,50,000"
349,2021 Honda Jazz,2021,Petrol,"2,002 Kms",1199 cc,1st Owner,Automatic,17.1 kmpl,88.50bhp,110Nm,5,Other,7-Speed,,Electric,Disc,Drum,,1.2 i-VTEC Petrol,"9,76,500"
350,2016 Hyundai Creta,2016,Diesel,"90,704 Kms",1582 cc,1st Owner,Automatic,17.01 kmpl,126.2bhp,259.9Nm,5,White,6 Speed,FWD,Power,Disc,Drum,10.5 Seconds,U2 CRDI VGT Engine,"9,38,000"
351,2016 Maruti Swift,2015,Diesel,"94,579 Kms",1248 cc,2nd Owner,Manual,25.2 kmpl,74bhp,190Nm,5,Other,5 Speed,FWD,Power,Ventilated Disc,Drum,14.8 Seconds,DDiS Diesel Engine,"3,80,000"
352,2016 Mahindra KUV 100,2016,Diesel,"54,620 Kms",1198 cc,2nd Owner,Manual,25.32 kmpl,77bhp,190Nm,5,Orange,5 Speed,FWD,Power,Disc,Drum,14.5 seconds,mFALCON D75 Engine,"3,50,000"
353,2017 Maruti Swift Dzire,2017,Diesel,"46,403 Kms",1248 cc,1st Owner,Manual,28.4 kmpl,74.02bhp,190Nm,5,Other,5 Speed,FWD,Power,Disc,Drum,13.03 Seconds,DDiS Diesel Engine,"5,65,000"
354,2014 Honda Amaze,2014,Petrol,"15,916 Kms",1198 cc,2nd Owner,Manual,18 kmpl,86.7bhp,109Nm,5,Grey,5 Speed,FWD,Power,Disc,Drum,15 Seconds,i-VTEC Petrol Engine,"3,90,500"
355,2017 Maruti Swift Dzire,2017,Petrol,"23,880 Kms",1197 cc,1st Owner,Manual,22 kmpl,81.80bhp,113Nm,5,Other,5 Speed,FWD,Electric,Ventilated Disc,Drum,12.6 Seconds,K Series VVT Engine,"6,03,500"
356,2014 Renault Duster,2014,Diesel,"137,065 Kms",1461 cc,1st Owner,Manual,20.46 kmpl,83.8bhp,200Nm,5,White,5 speed,FWD,Power,Ventilated Disc,Drum,,dCi Diesel Engine,"3,05,000"
357,2016 Maruti Baleno,2016,Petrol,"57,101 Kms",1197 cc,1st Owner,Manual,21.4 kmpl,83.1bhp,115Nm,5,Silver,5 Speed,FWD,Power,Disc,Drum,12.36 seconds,VVT Petrol Engine,"4,89,500"
358,2019 Toyota Etios Liva,2019,Diesel,"62,642 Kms",1364 cc,1st Owner,Manual,23.59 kmpl,67.04bhp,170Nm,5,Other,5 Speed,FWD,Power,Ventilated DIsc,Drum,17.5 Seconds,D-4D Diesel Engine,"6,50,000"
359,2015 Volkswagen Vento,2015,Diesel,"65,590 Kms",1498 cc,2nd Owner,Automatic,21.21 kmpl,103.2bhp,250Nm,5,Other,7 Speed DSG,FWD,Power,Disc,Drum,11.2 Seconds,TDI Diesel Engine,"4,70,000"
360,2015 Honda City,2015,Diesel,"57,884 Kms",1498 cc,1st Owner,Manual,26 kmpl,98.6bhp,200Nm,5,Other,6 Speed,FWD,Power,Disc,Drum,10 Seconds,i DTEC Diesel Engine,"5,40,000"
361,2015 Honda City,2015,Diesel,"98,457 Kms",1498 cc,2nd Owner,Manual,25.1 kmpl,98.6bhp,200Nm,5,White,6 Speed,FWD,Power,Disc,Drum,10 Seconds,i DTEC Diesel Engine,"5,20,000"
362,2014 Maruti Alto K10,2013,Petrol,"33,596 Kms",998 cc,2nd Owner,Manual,20.92 kmpl,67.1bhp,90Nm,5,White,5 Speed,FWD,Power,Ventilated Disc,Drum,13.3Seconds,K Series Petrol Engine,"2,03,000"
363,2018 Tata Tiago,2018,Petrol,"51,107 Kms",1199 cc,1st Owner,Manual,23.84 kmpl,84bhp,114Nm,5,Silver,5 Speed,FWD,Power,Disc,Drum,14.3 Seconds,Revotron Engine,"3,75,000"
364,2015 Maruti Ciaz,2015,Petrol,"69,630 Kms",1373 cc,1st Owner,Automatic,19.12 kmpl,91.1bhp,130Nm,5,Other,4 Speed,FWD,Power,Ventilated Disc,Drum,14 Seconds,k14B VVT Engine,"5,13,500"
365,2013 Hyundai Verna,2013,Diesel,"75,216 Kms",1582 cc,1st Owner,Manual,22.32 kmpl,126.32bhp,259.8Nm,5,Silver,6 Speed,FWD,Power,Disc,Disc,10.62 Seconds,Diesel Engine,"3,51,000"
366,2015 Maruti Swift Dzire,2015,Diesel,"66,420 Kms",1248 cc,1st Owner,Manual,26.59 kmpl,74bhp,190Nm,5,Grey,5 Speed,FWD,Power,Ventilated Disc,Drum,13.8 Seconds,DDiS Diesel Engine,"3,55,000"
367,2015 Maruti Ciaz,2014,Petrol,"107,101 Kms",1373 cc,1st Owner,Manual,20.73 kmpl,91.1bhp,130Nm,5,Red,5 Speed,FWD,Power,Ventilated Disc,Drum,14 Seconds,k14B VVT Engine,"4,98,500"
368,2014 Volkswagen Vento,2014,Diesel,"74,832 Kms",1498 cc,1st Owner,Automatic,21.21 kmpl,103.2bhp,250Nm,5,Grey,7 Speed DSG,FWD,Power,Disc,Drum,11.2 Seconds,TDI Diesel Engine,"3,58,800"
369,2012 Maruti Swift Dzire,2012,Petrol,"93,184 Kms",1197 cc,1st Owner,Manual,19.1 kmpl,85.8bhp,114Nm,5,White,5 Speed,FWD,Power,Ventilated Disc,Drum,12.6 Seconds,K Series VVT Engine,"2,57,000"
370,2016 Mahindra TUV 300,2016,Diesel,"93,893 Kms",1493 cc,2nd Owner,Automatic,18.49 kmpl,100bhp,230Nm,7,White,5 Speed,RWD,Power,Disc,Drum,13.9 Seconds,mHawk 80 Diesel Engine,"6,50,000"
371,2011 Volkswagen Vento,2011,Petrol,"72,239 Kms",1598 cc,1st Owner,Manual,16.09 kmpl,103.2bhp,153Nm,5,Blue,5 Speed,FWD,Power,Ventilated Disc,Drum,12.3 Seconds,MPI Petrol Engine,"2,91,000"
372,2017 Volkswagen Polo,2017,Petrol,"38,216 Kms",1198 cc,1st Owner,Manual,18.78 kmpl,74bhp,110Nm,5,White,5 Speed,FWD,Power,Disc,Drum,14.2 Seconds,MPI Petrol Engine,"4,34,000"
373,2017 Maruti Vitara Brezza,2017,Diesel,"33,562 Kms",1248 cc,1st Owner,Manual,24.3 kmpl,88.5bhp,200Nm,5,Blue,5 Speed,FWD,Power,Ventilated Disc,Drum,12.36 Seconds,DDiS 200 Diesel Engine,"7,15,000"
374,2011 Toyota Etios,2011,Petrol,"30,683 Kms",1496 cc,1st Owner,Manual,17.6 kmpl,15,5,5,Other,,,Power,,,,-,"3,05,000"
375,2018 Maruti Ciaz S,2017,Diesel,"48,444 Kms",1248 cc,1st Owner,Manual,28.09 kmpl,88.5bhp,200Nm,5,Silver,5 Speed,2WD,Power,Ventilated Disc,Drum,15 Seconds,DDIS Smart Hybrid Diesel Engine,"7,41,000"
376,2019 Maruti Swift,2018,Petrol,"40,778 Kms",1197 cc,1st Owner,Manual,22 kmpl,81.80bhp,113Nm,5,Other,5,,Power,Disc,Drum,,VTVT Engine,"5,30,000"
377,2015 Maruti Swift,2015,Diesel,"51,617 Kms",1248 cc,1st Owner,Manual,28.4 kmpl,74bhp,190Nm,5,Other,5,FWD,Power,Disc,Drum,,DDiS 190 Engine,"4,51,000"
